Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_05167,Early Disease,1,0.6739,0.3369,0.6431,25.087,1.3882,23.455,56.836,6.326,0.0472,0.042
PHB_05872,Early Disease,1,0.651,0.3506,0.8955,24.975,1.2429,22.51,76.059,6.309,0.0357,0.0447
PHB_09793,Healthy,0,0.8244,0.0777,0.9333,23.563,1.3412,23.347,62.509,6.73,0.0317,0.044
PHB_01284,Moderate Illness,2,0.5062,0.4306,0.5945,25.588,1.1937,26.172,69.075,6.307,0.068,0.0752
PHB_08391,Moderate Illness,2,0.5634,0.536,0.7063,25.754,1.222,23.39,69.945,6.026,0.0537,0.0744
PHB_02449,Moderate Illness,2,0.4927,0.494,0.6093,25.752,1.1696,22.659,62.757,6.598,0.0491,0.052
PHB_04257,Healthy,0,0.8063,0.1781,0.8701,24.257,1.2473,25.122,59.948,6.514,0.0276,0.0333
PHB_01837,Healthy,0,0.7277,0.1604,0.8678,24.86,1.1106,26.19,61.573,6.138,0.0311,0.0439
PHB_09597,Healthy,0,0.8017,0.0833,0.8519,24.378,1.1867,23.759,71.292,6.451,0.0334,0.018
PHB_01020,Early Disease,1,0.6587,0.3176,0.6685,26.177,1.1131,25.275,64.241,5.807,0.0407,0.0474
PHB_05067,Moderate Illness,2,0.5524,0.4283,0.6524,26.57,1.5826,20.118,63.768,6.007,0.0407,0.0628
PHB_01327,Early Disease,1,0.6487,0.361,0.7597,25.391,1.1511,25.167,76.126,6.485,0.0402,0.0226
PHB_08753,Severe Disease,3,0.2483,0.6356,0.4771,27.133,1.3503,24.656,69.003,6.101,0.0582,0.0698
PHB_00476,Early Disease,1,0.7309,0.3881,0.7884,25.6,1.2359,24.998,67.533,6.337,0.046,0.0463
PHB_02811,Healthy,0,0.8813,0.2376,0.9459,24.52,1.0635,23.041,70.917,6.612,0.0184,0.0135
PHB_08633,Healthy,0,0.7403,0.1017,0.9414,24.017,1.0311,24.643,79.386,6.243,0.027,0.0221
PHB_01652,Early Disease,1,0.7054,0.3106,0.7265,25.269,1.2974,23.857,70.042,5.977,0.0289,0.0374
PHB_09612,Moderate Illness,2,0.5944,0.5957,0.5682,26.819,1.2792,24.623,78.849,6.675,0.0416,0.0671
PHB_01170,Healthy,0,0.8515,0.1359,0.8197,24.252,0.9457,23.035,76.587,6.7,0.0309,0.0295
PHB_02529,Severe Disease,3,0.3721,0.765,0.4032,27.405,1.466,29.889,73.307,5.99,0.0417,0.0833
PHB_01207,Moderate Illness,2,0.8909,0.576,0.5934,25.494,1.35,23.229,67.751,6.049,0.0394,0.0554
PHB_06257,Moderate Illness,2,0.4906,0.5208,0.7272,24.998,1.4782,21.495,66.854,6.447,0.0671,0.0699
PHB_07927,Healthy,0,0.8562,0.0971,0.9696,25.076,1.1298,24.675,86.378,6.365,0.0358,0.0428
PHB_05470,Healthy,0,0.7527,0.0858,0.9276,25.084,0.9953,25.871,87.988,6.602,0.0065,0.0279
PHB_09384,Severe Disease,3,0.257,0.6107,0.4552,27.721,1.2699,23.071,61.594,6.005,0.085,0.0697
PHB_00432,Severe Disease,3,0.2572,0.7858,0.3742,28.201,1.2662,23.663,76.17,6.007,0.0711,0.0678
PHB_07701,Healthy,0,0.8397,0.1403,0.9061,30.106,1.2736,24.141,77.126,6.279,0.0285,0.0299
PHB_00868,Severe Disease,3,0.2597,0.7249,0.4539,27.118,1.4284,25.836,58.405,6.417,0.056,0.0599
PHB_02975,Moderate Illness,2,0.4261,0.4759,0.5955,27.371,1.3112,26.259,67.784,6.968,0.0442,0.0643
PHB_05237,Healthy,0,0.8317,0.1359,0.8418,24.715,1.0907,23.819,74.37,6.025,0.0321,0.0419
PHB_05094,Early Disease,1,0.6479,0.4873,0.7419,25.809,1.0411,25.489,74.035,6.62,0.0373,0.0226
PHB_05434,Early Disease,1,0.588,0.277,0.875,25.259,1.197,23.855,62.838,6.328,0.0241,0.0415
PHB_00542,Moderate Illness,2,0.5132,0.508,0.5869,26.361,1.3844,25.466,62.322,5.876,0.0407,0.0444
PHB_05196,Severe Disease,3,0.3536,0.7553,0.4615,26.878,1.4294,25.511,66.167,6.051,0.0623,0.054
PHB_01133,Healthy,0,0.8505,0.0732,0.9756,25.437,1.0858,22.82,82.157,6.163,0.0148,0.0287
PHB_09838,Early Disease,1,0.7244,0.2662,0.7492,25.259,1.1765,22.405,65.138,6.929,0.0421,0.0425
PHB_04502,Early Disease,1,0.7376,0.3666,0.748,26.489,1.1281,24.065,67.385,6.281,0.0464,0.0515
PHB_06355,Early Disease,1,0.5491,0.2789,0.6807,25.367,1.34,26.218,73.593,6.618,0.0543,0.041
PHB_09334,Moderate Illness,2,0.492,0.5152,0.6839,26.183,1.4168,25.464,56.05,6.211,0.0406,0.0492
PHB_03391,Healthy,0,0.8763,0.108,0.9369,25.956,0.9615,23.732,79.422,6.006,0.0128,0.0506
PHB_03889,Severe Disease,3,0.2125,0.7549,0.4533,28.209,1.5684,25.789,59.793,6.069,0.0747,0.067
PHB_02963,Healthy,0,0.7133,0.1871,0.8201,24.438,1.1491,27.453,61.047,6.661,0.0348,0.0082
PHB_04156,Healthy,0,0.7988,0.1955,0.8735,24.024,0.8102,22.049,76.875,6.628,0.031,0.0508
PHB_03260,Healthy,0,0.8004,0.1242,0.8654,24.845,0.9997,20.962,47.809,6.44,0.0314,0.0459
PHB_06303,Moderate Illness,2,0.5785,0.516,0.5564,27.287,1.1686,23.487,80.917,6.252,0.0578,0.0703
PHB_06035,Severe Disease,3,0.4178,0.6494,0.3313,27.732,1.4896,25.069,58.48,6.135,0.0498,0.0954
PHB_07919,Severe Disease,3,0.4205,0.7683,0.4481,27.908,1.5053,24.584,65.939,6.184,0.0699,0.0658
PHB_09937,Early Disease,1,0.6125,0.3365,0.7708,26.055,1.238,26.54,76.059,6.233,0.0446,0.0486
PHB_02584,Healthy,0,0.766,0.0618,0.7357,23.583,1.0574,26.405,71.02,6.788,0.0373,0.0352
PHB_02814,Healthy,0,0.9008,0.1413,0.9045,24.315,1.1043,27.212,81.19,6.344,0.0311,0.0334
PHB_03960,Early Disease,1,0.7239,0.2784,0.736,25.648,1.0398,26.248,56.0,6.307,0.0166,0.0508
PHB_02948,Severe Disease,3,0.2682,0.6852,0.5933,27.742,1.5074,28.914,61.941,5.896,0.085,0.0819
PHB_06644,Early Disease,1,0.7099,0.3497,0.7404,26.12,1.1763,23.699,67.768,6.316,0.0506,0.044
PHB_05175,Healthy,0,0.8553,0.1785,0.8337,24.115,1.1585,25.358,79.081,6.458,0.0265,0.0521
PHB_06842,Severe Disease,3,0.337,0.6053,0.4415,27.564,1.4906,25.385,52.112,5.728,0.0649,0.0833
PHB_08299,Healthy,0,0.8384,0.0594,0.8764,24.081,0.9141,22.238,64.204,6.284,0.0396,0.0496
PHB_03587,Early Disease,1,0.6185,0.288,0.658,25.797,1.0051,26.3,62.499,6.79,0.037,0.042
PHB_09229,Severe Disease,3,0.4029,0.7043,0.525,26.942,1.3242,25.473,65.925,6.155,0.0485,0.0657
PHB_07989,Moderate Illness,2,0.5106,0.4631,0.5446,26.26,1.3698,25.705,64.965,6.199,0.0564,0.0708
PHB_02564,Moderate Illness,2,0.5141,0.4705,0.6629,25.144,1.3366,26.483,71.712,6.473,0.062,0.0707
PHB_02631,Healthy,0,0.848,0.1845,0.9295,24.005,1.2722,25.053,58.609,6.647,0.0293,0.0403
PHB_03191,Healthy,0,0.8335,0.1109,0.8467,24.44,1.1874,28.91,73.897,6.78,0.03,0.0566
PHB_07779,Healthy,0,0.7948,0.1384,0.95,23.021,0.9733,28.568,56.055,6.398,0.0252,0.0442
PHB_07646,Early Disease,1,0.6556,0.4241,0.6376,29.837,1.0806,28.517,60.931,5.997,0.0362,0.0554
PHB_05037,Severe Disease,3,0.3152,0.8004,0.424,25.651,1.4384,25.355,52.264,6.245,0.0688,0.0666
PHB_01081,Healthy,0,0.8707,0.0694,0.8091,24.084,1.1028,23.365,58.433,6.349,0.0138,0.0391
PHB_04284,Healthy,0,0.7745,0.1806,0.878,25.098,0.9603,25.429,63.254,6.292,0.0102,0.0302
PHB_09712,Early Disease,1,0.5879,0.3107,0.6882,25.361,1.2104,22.473,63.439,6.254,0.0382,0.0404
PHB_07086,Severe Disease,3,0.3681,0.8196,0.4107,29.026,1.5637,23.381,58.729,5.965,0.052,0.0719
PHB_02086,Early Disease,1,0.6174,0.3878,0.6292,25.647,1.0529,23.079,66.241,6.466,0.0504,0.0567
PHB_06346,Moderate Illness,2,0.404,0.6051,0.5213,25.971,1.3247,28.462,55.369,6.315,0.0413,0.049
PHB_02453,Moderate Illness,2,0.5514,0.5071,0.6189,26.854,1.0913,23.393,60.273,6.396,0.0474,0.0762
PHB_04967,Early Disease,1,0.6353,0.2863,0.7133,24.384,1.0892,26.612,56.487,6.327,0.0554,0.0646
PHB_02024,Healthy,0,0.7789,0.1829,0.9306,24.154,0.8943,21.224,80.0,6.44,0.0147,0.0246
PHB_08072,Moderate Illness,2,0.5042,0.4786,0.5633,25.818,1.2589,23.844,64.759,6.485,0.0518,0.0591
PHB_08988,Severe Disease,3,0.3533,0.6509,0.3514,27.477,1.2973,25.386,68.435,5.989,0.0636,0.0516
PHB_08719,Moderate Illness,2,0.4353,0.5101,0.5814,27.11,1.405,24.276,68.313,6.49,0.0589,0.0591
PHB_07322,Healthy,0,0.8896,0.1541,0.8554,24.148,1.0588,25.859,74.238,6.605,0.0309,0.0415
PHB_00227,Healthy,0,0.9048,0.2236,0.9003,23.737,1.1341,25.123,63.062,6.861,0.035,0.0324
PHB_01014,Severe Disease,3,0.4382,0.6424,0.5138,26.289,1.396,24.135,67.033,6.145,0.0424,0.0631
PHB_06680,Early Disease,1,0.679,0.38,0.7256,25.27,1.279,22.691,64.869,6.763,0.0412,0.0509
PHB_01930,Early Disease,1,0.696,0.3331,0.7247,24.785,1.1802,27.799,66.108,6.675,0.0257,0.0426
PHB_01044,Moderate Illness,2,0.4942,0.5678,0.6133,26.551,1.3378,24.425,72.104,6.31,0.0397,0.0434
PHB_05252,Healthy,0,0.732,0.0925,0.8576,24.419,0.9092,23.185,62.793,6.369,0.0331,0.054
PHB_01405,Healthy,0,0.8712,0.1834,0.9104,24.385,1.2756,23.993,69.408,6.191,0.0348,0.0376
PHB_02180,Severe Disease,3,0.3223,0.8294,0.3878,25.625,1.5069,24.863,54.665,6.428,0.0453,0.0822
PHB_00698,Moderate Illness,2,0.5381,0.4868,0.5838,26.723,1.2965,25.642,74.262,5.897,0.0474,0.0604
PHB_01125,Early Disease,1,0.7605,0.3216,0.6875,25.788,1.2526,25.449,75.757,6.087,0.0189,0.0468
PHB_07379,Early Disease,1,0.685,0.2475,0.8074,25.834,1.3377,25.74,53.09,6.182,0.0349,0.0464
PHB_03896,Moderate Illness,2,0.5311,0.4578,0.6219,27.263,1.3621,30.045,66.098,6.49,0.0338,0.0528
PHB_08218,Moderate Illness,2,0.4407,0.6029,0.6129,26.064,1.188,23.695,73.835,6.214,0.036,0.0727
PHB_05111,Healthy,0,0.7656,0.1028,0.9649,24.614,1.0592,24.724,76.288,6.894,0.0066,0.0401
PHB_01779,Early Disease,1,0.6804,0.1913,0.8263,25.777,1.1139,29.087,62.738,6.447,0.0447,0.0598
PHB_07787,Moderate Illness,2,0.5079,0.5454,0.6191,26.678,0.8884,24.549,64.597,6.557,0.0469,0.0575
PHB_02635,Moderate Illness,2,0.5553,0.5701,0.6462,25.876,1.3361,25.038,73.875,6.299,0.0438,0.0616
PHB_07188,Early Disease,1,0.6881,0.3285,0.7018,24.546,1.0696,26.33,57.465,6.757,0.0412,0.0356
PHB_07545,Moderate Illness,2,0.5843,0.5653,0.6196,26.278,1.3853,24.524,61.126,6.298,0.0424,0.0494
PHB_07605,Severe Disease,3,0.4044,0.6812,0.4331,27.734,1.433,25.302,70.632,6.387,0.0599,0.0557
PHB_03490,Early Disease,1,0.7329,0.3241,0.7521,25.738,1.408,21.987,62.466,6.427,0.0219,0.0479
PHB_08260,Moderate Illness,2,0.577,0.5329,0.6649,25.671,1.1422,23.618,63.85,6.282,0.0541,0.0733
PHB_01038,Early Disease,1,0.6519,0.3932,0.7357,25.693,1.2225,22.091,72.885,6.549,0.0385,0.0505
PHB_06094,Moderate Illness,2,0.5916,0.4792,0.6551,25.791,1.2272,26.44,58.765,6.002,0.061,0.061
PHB_02257,Severe Disease,3,0.3634,0.7197,0.5055,26.833,1.4589,25.145,69.082,6.048,0.0679,0.058
PHB_08189,Moderate Illness,2,0.5425,0.6273,0.4843,25.579,1.4967,24.916,64.076,6.115,0.0462,0.0729
PHB_02614,Severe Disease,3,0.3742,0.7909,0.5389,28.005,1.5927,25.032,62.922,6.523,0.0626,0.0863
PHB_00314,Early Disease,1,0.7791,0.3356,0.8238,24.608,1.1906,21.637,57.307,6.315,0.0429,0.0481
PHB_02650,Severe Disease,3,0.3532,0.7588,0.5381,26.896,1.3749,27.272,73.748,6.463,0.0577,0.0653
PHB_02282,Healthy,0,0.7267,0.0535,0.7466,25.068,1.0402,23.504,67.953,6.499,0.0277,0.0505
PHB_06742,Early Disease,1,0.6564,0.2799,0.8011,26.009,1.0393,19.988,60.737,6.238,0.0278,0.0483
PHB_02980,Severe Disease,3,0.2977,0.7013,0.5237,26.225,1.2971,23.474,71.422,6.118,0.0479,0.0736
PHB_02548,Healthy,0,0.811,0.1223,0.8387,24.343,1.4257,29.174,63.566,6.066,0.0196,0.0229
PHB_05513,Early Disease,1,0.6033,0.2951,0.8043,25.703,1.3057,26.105,49.788,6.138,0.0597,0.0657
PHB_05133,Healthy,0,0.7681,0.0985,0.9202,24.348,1.0674,25.39,72.063,6.671,0.0396,0.0396
PHB_02160,Healthy,0,0.8211,0.1171,0.9559,23.253,1.0948,24.138,76.502,6.129,0.0179,0.0247
PHB_07081,Severe Disease,3,0.4293,0.6715,0.5649,26.796,1.3495,26.892,70.906,6.504,0.0512,0.0935
PHB_03138,Healthy,0,0.8545,0.0554,0.881,25.286,1.1093,23.962,63.918,6.345,0.0026,0.0307
PHB_09080,Early Disease,1,0.666,0.3491,0.7373,26.051,1.1995,25.886,61.497,6.434,0.0372,0.0534
PHB_05851,Severe Disease,3,0.3875,0.7489,0.5548,26.445,1.2846,25.038,71.996,6.249,0.0612,0.0687
PHB_09866,Early Disease,1,0.7199,0.1952,0.7793,25.435,1.1019,27.777,67.026,6.431,0.0551,0.0461
PHB_06446,Healthy,0,0.882,0.1597,0.8605,25.198,1.1203,24.809,64.59,6.655,0.0099,0.0087
PHB_03968,Healthy,0,0.7611,0.1313,0.7694,25.536,1.3858,22.695,72.857,6.628,0.0021,0.0277
PHB_01429,Severe Disease,3,0.3268,0.7339,0.4213,27.435,1.4346,21.43,57.498,5.892,0.056,0.0747
PHB_08423,Moderate Illness,2,0.4288,0.5776,0.5115,26.015,1.3662,25.817,66.533,6.178,0.0518,0.0685
PHB_02521,Healthy,0,0.9005,0.1907,0.8219,24.846,1.1525,24.186,64.758,6.342,0.0374,0.0254
PHB_07838,Moderate Illness,2,0.455,0.5459,0.576,25.759,1.2991,26.17,68.662,6.474,0.0674,0.0702
PHB_04970,Moderate Illness,2,0.5053,0.5938,0.5584,27.512,1.167,25.155,61.903,6.192,0.0493,0.062
PHB_01856,Severe Disease,3,0.3954,0.8085,0.3768,27.035,1.3434,26.403,62.525,6.178,0.0559,0.0565
PHB_08885,Early Disease,1,0.6362,0.2656,0.757,24.42,1.1647,25.148,78.308,6.419,0.036,0.0419
PHB_05603,Severe Disease,3,0.3954,0.7435,0.4113,26.747,1.3798,24.65,66.577,6.416,0.0612,0.0736
PHB_09345,Moderate Illness,2,0.5623,0.5136,0.4813,25.938,1.0757,25.994,77.93,5.907,0.0479,0.0625
PHB_09869,Healthy,0,0.7776,0.1323,1.0286,22.691,1.1233,24.888,71.571,6.409,0.0247,0.0466
PHB_00449,Healthy,0,0.7079,0.0673,0.818,24.887,0.963,24.286,59.603,6.65,0.0112,0.05
PHB_07704,Moderate Illness,2,0.5402,0.4344,0.6373,25.12,1.386,26.731,66.98,6.66,0.0606,0.0676
PHB_01285,Severe Disease,3,0.3982,0.6975,0.3743,27.209,1.3205,23.067,60.237,6.126,0.0633,0.0761
PHB_05996,Early Disease,1,0.5862,0.3323,0.7636,25.066,1.4369,25.006,55.852,6.477,0.0234,0.0433
PHB_07900,Early Disease,1,0.6141,0.3417,0.7915,26.051,1.3017,24.159,66.364,6.302,0.0541,0.0583
PHB_03728,Healthy,0,0.8539,0.0907,0.8999,24.2,1.001,24.334,68.112,6.551,0.0255,0.0343
PHB_07354,Moderate Illness,2,0.4955,0.5826,0.6292,26.906,1.2576,21.99,58.459,6.251,0.0437,0.0717
PHB_00362,Healthy,0,0.841,0.0782,0.8423,23.884,0.9992,24.414,56.39,6.328,0.0144,0.0411
PHB_06280,Healthy,0,0.8675,0.1786,0.956,25.131,1.0295,26.553,74.584,6.277,0.0325,0.0249
PHB_05231,Severe Disease,3,0.3046,0.7436,0.3308,27.912,1.4873,21.352,66.043,6.068,0.0582,0.082
PHB_08943,Healthy,0,0.9034,0.0935,0.9402,24.54,1.159,24.844,65.943,6.162,0.0261,0.03
PHB_07296,Severe Disease,3,0.2962,0.6943,0.4366,28.627,1.3719,23.886,45.997,6.062,0.0631,0.0796
PHB_08892,Moderate Illness,2,0.591,0.5408,0.6921,25.451,1.4571,25.045,64.231,6.376,0.0268,0.0734
PHB_07535,Early Disease,1,0.6342,0.3057,0.7032,24.121,0.9131,29.501,63.718,6.31,0.0175,0.0441
PHB_06252,Healthy,0,0.8199,0.1415,0.8849,24.131,1.1356,23.887,70.976,6.648,0.0274,0.0251
PHB_05927,Severe Disease,3,0.3025,0.6764,0.5193,26.719,1.3173,23.648,64.915,6.002,0.0666,0.0933
PHB_05150,Early Disease,1,0.6079,0.4182,0.7073,24.443,1.1413,22.78,60.171,6.201,0.0165,0.0433
PHB_02461,Severe Disease,3,0.2864,0.7166,0.382,25.804,1.3785,25.363,49.561,6.052,0.06,0.0736
PHB_00023,Severe Disease,3,0.3945,0.6698,0.3511,26.272,1.4364,24.713,63.681,6.504,0.0642,0.0509
PHB_02067,Moderate Illness,2,0.4777,0.4777,0.573,26.123,1.3017,27.222,66.587,6.353,0.0402,0.0588
PHB_01654,Healthy,0,0.9201,0.0424,0.8797,23.132,1.1843,27.152,75.545,6.368,0.0057,0.0416
PHB_00703,Healthy,0,0.8517,0.1815,0.9076,25.097,1.1384,21.406,67.119,5.872,0.0076,0.0501
PHB_08491,Healthy,0,0.8899,0.1278,0.9316,23.712,0.8622,28.63,64.922,6.345,0.0376,0.0249
PHB_02744,Severe Disease,3,0.2686,0.5505,0.46,27.5,1.42,25.814,61.582,5.947,0.074,0.0561
PHB_01377,Moderate Illness,2,0.4461,0.485,0.5994,26.069,1.2557,25.37,65.757,6.396,0.0568,0.0539
PHB_01725,Early Disease,1,0.6449,0.2796,0.6476,26.958,1.3162,27.07,56.025,6.384,0.0251,0.0583
PHB_02469,Moderate Illness,2,0.4913,0.6031,0.6384,27.214,1.1145,20.577,61.038,6.369,0.0368,0.0799
PHB_03755,Early Disease,1,0.768,0.2557,0.6994,26.494,1.2129,23.459,65.824,6.222,0.0369,0.0294
PHB_02326,Severe Disease,3,0.3615,0.7445,0.5706,27.906,1.184,24.212,61.473,6.067,0.0642,0.0683
PHB_00461,Moderate Illness,2,0.5111,0.5025,0.5964,26.547,1.0992,23.833,70.72,6.515,0.03,0.0485
PHB_05164,Early Disease,1,0.6393,0.3221,0.6706,25.86,1.0001,27.729,66.635,7.021,0.0353,0.03
PHB_04184,Early Disease,1,0.684,0.267,0.7049,24.979,1.1287,26.876,70.788,6.011,0.0424,0.0503
PHB_05527,Early Disease,1,0.663,0.4378,0.87,26.096,1.3033,23.787,64.637,6.442,0.0483,0.0521
PHB_04083,Moderate Illness,2,0.5162,0.5947,0.5235,25.327,1.2779,24.786,60.085,6.341,0.0583,0.068
PHB_01487,Severe Disease,3,0.3775,0.6607,0.4972,28.137,1.3651,21.98,54.225,5.804,0.0767,0.0853
PHB_03679,Early Disease,1,0.6612,0.277,0.7928,25.288,1.3426,27.449,63.454,6.596,0.0356,0.0588
PHB_00283,Healthy,0,0.8338,0.0943,0.8791,26.724,0.9386,19.661,73.419,6.542,0.0457,0.0161
PHB_06580,Severe Disease,3,0.3781,0.7019,0.5406,26.208,1.4797,27.224,55.364,6.022,0.0522,0.0911
PHB_04559,Healthy,0,0.766,0.0146,0.8883,24.515,1.1914,25.71,72.304,6.302,0.0177,0.0131
PHB_04309,Severe Disease,3,0.2575,0.7821,0.6386,27.794,1.2514,23.976,66.544,6.122,0.0652,0.1
PHB_06685,Healthy,0,0.7831,0.1936,0.835,24.283,1.0952,26.192,69.7,6.249,0.0144,0.0374
PHB_04866,Healthy,0,0.8403,0.1174,0.9307,23.591,0.9714,20.626,73.011,6.335,0.019,0.0322
PHB_03538,Moderate Illness,2,0.5668,0.5758,0.4911,26.071,1.2533,28.223,59.183,6.762,0.0592,0.0495
PHB_03869,Moderate Illness,2,0.5386,0.5263,0.6376,27.157,1.1676,26.138,65.138,6.256,0.0405,0.065
PHB_07004,Moderate Illness,2,0.592,0.5323,0.6114,26.517,1.3557,25.0,67.138,6.335,0.0403,0.083
PHB_02582,Severe Disease,3,0.2897,0.6813,0.6011,27.195,1.3762,24.549,64.295,6.353,0.0718,0.0795
PHB_01369,Healthy,0,0.7879,0.1208,0.8406,23.186,1.0357,23.324,61.5,6.319,0.0256,0.0337
PHB_09470,Healthy,0,0.6762,0.118,0.8382,24.078,0.9481,22.591,62.179,6.54,0.0139,0.0199
PHB_08198,Healthy,0,0.8069,0.139,0.7578,25.225,1.1878,26.486,54.655,6.408,0.0154,0.0389
PHB_00598,Moderate Illness,2,0.492,0.5589,0.6054,27.16,1.1761,20.141,56.941,6.417,0.0495,0.0413
PHB_04352,Healthy,0,0.7229,0.1563,0.7894,24.456,1.0768,26.707,63.507,6.375,0.0231,0.0455
PHB_06347,Severe Disease,3,0.3856,0.7411,0.4819,27.462,1.2894,25.53,71.072,5.857,0.0633,0.0801
PHB_08977,Healthy,0,0.9133,0.0,0.9102,23.568,1.1857,25.267,68.506,6.352,0.0106,0.0681
PHB_06380,Early Disease,1,0.6547,0.292,0.8182,24.924,1.2813,25.374,65.431,6.243,0.0468,0.0528
PHB_04759,Healthy,0,0.8502,0.1343,0.7788,24.633,1.2222,29.211,71.593,6.747,0.0393,0.0329
PHB_00647,Healthy,0,0.7048,0.0874,0.9068,25.091,1.0283,22.251,63.678,6.808,0.0219,0.0423
PHB_06382,Severe Disease,3,0.2901,0.7208,0.4359,26.91,1.4266,25.948,71.726,6.376,0.0562,0.0796
PHB_07528,Severe Disease,3,0.3727,0.7234,0.4657,27.218,1.3206,24.54,53.038,6.044,0.0567,0.0557
PHB_09698,Early Disease,1,0.679,0.3837,0.807,25.502,1.2205,24.548,60.126,6.672,0.0254,0.0508
PHB_06024,Severe Disease,3,0.2896,0.7114,0.3945,27.523,1.6164,26.963,59.01,5.917,0.0604,0.0746
PHB_07955,Severe Disease,3,0.3418,0.7099,0.4337,27.461,1.4004,25.621,71.791,6.255,0.0617,0.0706
PHB_07166,Early Disease,1,0.6566,0.3563,0.803,26.299,1.3706,25.997,51.506,6.141,0.034,0.0771
PHB_03469,Early Disease,1,0.5648,0.2818,0.6605,25.209,1.0891,24.431,77.186,6.043,0.0267,0.051
PHB_07798,Severe Disease,3,0.4592,0.6821,0.5876,27.891,1.1889,23.957,59.078,5.784,0.0784,0.0721
PHB_07698,Severe Disease,3,0.3994,0.6952,0.3738,26.002,1.1967,26.44,70.157,6.175,0.054,0.0712
PHB_02991,Severe Disease,3,0.3235,0.7525,0.4722,27.407,1.393,22.046,54.344,6.495,0.048,0.0716
PHB_09408,Healthy,0,0.7967,0.1173,0.9296,24.526,1.162,23.384,85.204,6.052,0.0065,0.0112
PHB_04876,Moderate Illness,2,0.4393,0.498,0.5729,25.557,1.4584,25.69,75.275,6.27,0.0481,0.0686
PHB_02545,Moderate Illness,2,0.4544,0.5785,0.5636,26.299,1.5415,25.089,71.289,5.93,0.0521,0.0704
PHB_08596,Severe Disease,3,0.3402,0.618,0.4447,27.051,1.3701,25.821,80.696,6.206,0.0547,0.075
PHB_05342,Healthy,0,0.6765,0.0921,0.9593,24.56,0.9092,25.606,66.435,6.453,0.034,0.0505
PHB_01568,Healthy,0,0.7412,0.2075,0.9753,25.451,1.214,23.966,68.493,6.326,0.0125,0.0329
PHB_09995,Early Disease,1,0.6054,0.3683,0.6848,26.353,1.1449,26.682,61.009,6.402,0.0501,0.0544
PHB_04067,Early Disease,1,0.6404,0.2752,0.7214,26.143,1.0911,22.491,68.939,6.355,0.0231,0.04
PHB_03989,Severe Disease,3,0.3723,0.6902,0.382,26.617,1.3787,24.404,64.781,6.143,0.0739,0.0916
PHB_07032,Healthy,0,0.8938,0.0,0.8572,23.849,0.9512,25.302,59.825,6.519,0.0261,0.0302
PHB_02161,Early Disease,1,0.6308,0.1903,0.8088,24.903,1.1005,24.538,59.64,6.803,0.0422,0.0266
PHB_00686,Early Disease,1,0.6385,0.331,0.7293,24.398,1.1558,24.745,70.002,6.313,0.0362,0.0471
PHB_07603,Moderate Illness,2,0.3997,0.5346,0.5965,26.283,1.3752,26.221,53.618,6.369,0.046,0.0564
PHB_07785,Early Disease,1,0.5806,0.2838,0.6944,24.6,0.9557,26.603,69.983,6.142,0.037,0.0267
PHB_03244,Early Disease,1,0.5791,0.3483,0.8921,25.548,1.116,25.533,78.989,6.464,0.0377,0.0353
PHB_05845,Early Disease,1,0.7953,0.3577,0.7029,24.746,1.2396,26.236,70.562,6.087,0.0366,0.017
PHB_09220,Healthy,0,0.7937,0.0301,0.8709,24.097,1.735,28.694,68.136,6.33,0.0284,0.0474
PHB_02462,Moderate Illness,2,0.4646,0.5799,0.4599,25.592,1.4102,26.634,60.481,6.111,0.0627,0.0913
PHB_04084,Early Disease,1,0.6709,0.3029,0.718,25.531,1.1365,25.343,77.578,6.346,0.032,0.0699
PHB_02838,Early Disease,1,0.6991,0.3262,0.7058,25.759,1.2802,25.846,63.852,6.559,0.027,0.0617
PHB_03698,Healthy,0,0.7739,0.2406,0.8386,23.439,1.3042,23.967,68.952,6.429,0.047,0.0417
PHB_07129,Severe Disease,3,0.3137,0.753,0.4441,26.248,1.3802,24.901,63.503,6.47,0.061,0.0544
PHB_06268,Severe Disease,3,0.2837,0.722,0.435,27.739,1.3851,26.764,52.008,6.321,0.0551,0.0707
PHB_04942,Healthy,0,0.8535,0.1358,0.931,24.547,0.9168,29.58,77.152,6.074,0.044,0.0406
PHB_05947,Healthy,0,0.8336,0.0057,0.924,24.211,0.9963,23.215,56.788,6.669,0.0188,0.0141
PHB_04584,Severe Disease,3,0.3603,0.6944,0.4629,26.151,1.433,23.15,61.585,6.262,0.0577,0.0928
PHB_05785,Healthy,0,0.8382,0.1895,0.8995,24.463,1.3017,21.22,61.957,6.353,0.0248,0.043
PHB_04041,Early Disease,1,0.7237,0.3787,0.7856,25.775,1.3168,26.31,69.206,6.429,0.0401,0.0443
PHB_02231,Early Disease,1,0.5694,0.325,0.7842,24.919,1.2031,26.011,54.758,6.389,0.0376,0.0492
PHB_07570,Severe Disease,3,0.3373,0.6657,0.3258,26.38,1.2614,24.613,53.719,6.189,0.06,0.0739
PHB_00936,Healthy,0,0.8855,0.1164,0.7739,24.173,0.9733,26.417,74.385,6.289,0.0185,0.0343
